loan_amnt	term	int_rate	installment	grade	sub_grade	emp_title	emp_length	home_ownership	annual_inc	verification_status	issue_d	loan_status	purpose	title	dti	earliest_cr_line	open_acc	pub_rec	revol_bal	revol_util	total_acc	initial_list_status	application_type	mort_acc	pub_rec_bankruptcies	address
12431.31	36	14.17	425.9	C	C3	Data Analyst	6 years	RENT	65449.05	Source Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.02	Jun-2006	11.04	0.0	11364.92	59.17	22.92	f	INDIVIDUAL	1.75	0.0	"2045 Business Street
MT 48052"
10371.37	36	11.92	344.08	B	B3	Financial Analyst	4 years	MORTGAGE	67946.13	Source Verified	Oct-2023	Fully Paid	home_improvement	Home Improvement	15.35	Oct-2006	9.53	0.22	11376.91	55.36	21.99	w	INDIVIDUAL	1.35	0.22	"296 Maple Street
Raleigh, NC 27607"
12054.89	36	14.45	414.65	C	C1	Financial Advisor	9 years	RENT	67290.09	_verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.56	Aug-2000	11.34	0.0	11604.23	56.55	24.19	f	INDIVIDUAL	1.91	0.0	"1780 Market Drive
MT 48052"
10199.35	36	17.62	366.79	D	D2	Software Developer	5 years	RENT	60183.06	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.54	Dec-2000	10.43	0.23	10652.14	58.14	23.11	f	INDIVIDUAL	1.15	0.23	"3317 Elm Street
MT 48052"
12550.13	36	17.45	450.26	D	D2	Data Analyst	5 years	RENT	63054.03	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.63	Oct-2005	11.0	0.0	11392.46	53.51	22.0	f	INDIVIDUAL	0.0	0.0	"283 Tech Street
Chicago, IL 60611"
13833.11	36	17.69	497.95	D	D1	Accountant	8 years	RENT	64289.74	Verify	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.89	Aug-2004	10.96	0.23	11901.33	58.36	23.51	w	INDIVIDUAL	1.33	0.23	"4755 Main Street
MT 48052"
11474.84	36	17.68	413.0	D	D1	Sales Manager	10+ years	MORTGAGE	65699.97	Source Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.08	Aug-2003	9.0	0.0	9593.65	58.06	22.0	w	INDIVIDUAL	1.0	0.0	"324 Sales Road
San Francisco, CA 94105"
15481.88	36	11.18	508.18	B	B5	Data Analyst	6 years	RENT	81013.97	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.71	Jun-2007	12.0	0.0	18858.75	51.98	22.0	w	INDIVIDUAL	1.92	0.0	"854 Oak Street
Annapolis, MD 21401"
12178.13	36	6.15	371.31	A	A5	Data Analyst	5 years	MORTGAGE	82898.14	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	13.23	1997-01-01	10.85	0.0	12870.19	28.59	26.31	w	INDIVIDUAL	2.0	0.0	"345 Digital Drive
Honolulu, HI 96813"
12546.98	60	11.49	275.88	B	B3	Sales Manager	10+ years	MORTGAGE	97554.74	Verified	Jun-2023	Fully Paid	major_purchase	Major Purchase	17.15	Oct-2010	14.0	0.0	18441.78	58.35	28.0	w	INDIVIDUAL	2.42	0.0	"982 High School Drive
Boise, ID 83702"
12417.15	36	6.15	378.6	A	A1	Software Engineer	10+ years	MORTGAGE	85920.38	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	13.53	1997-01-01	11.09	0.0	13067.69	28.55	26.41	w	INDIVIDUAL	2.0	0.0	"901 Main Street
Honolulu, HI 96814"
10366.53	36	17.56	372.49	D	D3	Sales Manager	5 years	RENT	59870.4	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.47	Dec-2003	11.4	0.2	10431.98	55.64	22.9	f	INDIVIDUAL	1.14	0.17	"720 Business Avenue
Antioch, AP 05113"
10142.65	36	14.18	347.54	C	C3	Data Analyst	5 years	RENT	60170.84	Source Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.88	Dec-2004	11.51	0.0	12046.28	60.16	23.91	f	INDIVIDUAL	1.25	0.0	"6700 Lakeview Dr.
AP 05113"
13377.97	36	17.62	481.1	D	D1	IT Manager	10+ years	MORTGAGE	71220.6	Verified	Dec-2022	Fully Paid	credit_card	Credit Card Refinancing	18.35	Oct-2002	11.1	0.19	10574.83	55.63	24.8	w	INDIVIDUAL	0.98	0.14	"456 Corporate Drive
Rochester, AP 05113"
12992.0	60	14.13	303.18	C	C2	Marketing Manager	10+ years	MORTGAGE	80224.56	Not Verified	Jan-2023	Fully Paid	home_improvement	Home Improvement	16.26	Jan-2002	9.33	0.0	14574.92	53.88	24.6	w	INDIVIDUAL	2.35	0.0	"1720 Valley Dr.
AP 05113"
12213.88	36	17.52	438.63	D	D3	Customer Service Representative	5 years	RENT	55778.37	Source Verified	Feb-2023	Charged Off	debt_consolidation	Debt Consolidation	19.94	Dec-2004	10.5	0.0	10487.79	61.46	22.3	f	INDIVIDUAL	1.0	0.0	"456 Oakwood Lane
Honolulu, HI 22690"
18881.13	60	17.53	474.64	D	D4	Sales Manager	6 years	MORTGAGE	91590.35	Verified	Apr-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.14	Feb-2001	12.0	0.0	21311.95	58.45	29.0	f	INDIVIDUAL	2.76	0.0	"123 Business Road
HI 22690"
13771.05	36	17.33	493.24	D	D1	Data Analyst	8 years	RENT	55464.94	Verified	Mar-2023	Charged Off	debt_consolidation	Debt Consolidation	20.13	Jun-2003	11.2	0.0	11121.38	64.01	22.9	w	INDIVIDUAL	1.0	0.0	"123 Main Street
Honolulu, HI 22690"
20009.11	36	17.35	716.87	D	D2	Operations Manager	9 years	MORTGAGE	93237.01	Source Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.01	Apr-1999	12.0	0.0	23384.29	59.25	30.0	w	INDIVIDUAL	2.83	0.0	"456 Business Street
HI 22690"
20520.49	36	11.16	673.37	B	B1	Data Analyst	6 years	MORTGAGE	107071.43	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.82	Aug-1996	13.46	0.0	29295.97	49.86	32.91	f	INDIVIDUAL	1.0	0.0	135 Tech Avenue\r\nSan Francisco, CA 48052
22958.33	60	11.41	503.88	B	B4	Product Manager	8 years	MORTGAGE	120018.2	Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.36	Dec-1997	15.05	0.0	35992.06	56.32	36.56	f	INDIVIDUAL	1.0	0.0	753 Business Road\r\nChicago, IL 48052
15481.43	36	11.32	509.19	B	B5	Data Analyst	6 years	RENT	81964.02	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.52	Jun-2007	11.41	0.0	17052.23	52.23	24.58	f	INDIVIDUAL	1.91	0.0	"4134 Broadway
Salt Lake City, UT 84101"
14109.64	60	11.19	308.12	B	B3	Mechanical Engineer	9 years	MORTGAGE	62020.94	Verified	Jun-2023	Fully Paid	major_purchase	Major Purchase	16.83	Apr-1998	12.4	0.0	28227.75	59.27	26.53	f	INDIVIDUAL	2.77	0.0	"11798 Sheffield Drive
Atlanta, GA 30324"
9384.71	36	14.35	322.34	C	C3	Marketing Manager	6 years	RENT	56361.73	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.36	Apr-2001	10.17	0.0	9874.17	56.11	21.88	f	INDIVIDUAL	1.0	0.0	"841 Corporate Drive
OK 30723"
10058.66	36	13.79	342.76	C	C5	Data Analyst	9 years	RENT	61094.21	Source Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.59	Aug-2009	10.76	0.0	10706.53	55.67	23.15	w	INDIVIDUAL	1.0	0.0	"942 Business Drive
OK 30723"
9875.32	36	11.25	324.48	B	B1	Marketing Manager	6 years	RENT	75000.0	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.31	Aug-2006	11.0	0.0	22000.0	54.12	19.0	w	INDIVIDUAL	0.0	0.0	"1101 Corporate Drive
San Jose, CA 95131"
14058.35	60	12.49	316.21	B	B3	Sales Engineer	4 years	MORTGAGE	120000.0	Verified	Feb-2023	Fully Paid	home_improvement	Home Improvement	14.71	May-2004	9.0	0.0	15000.0	40.68	16.0	f	INDIVIDUAL	2.0	0.0	"216 Financial Drive
Denver, CO 80204"
9725.31	36	11.45	320.47	B	B1	Data Analyst	6 years	RENT	62388.5	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.82	Dec-2003	10.63	0.23	10781.21	54.32	23.01	f	INDIVIDUAL	1.28	0.23	"201 Data Drive
Dallas, TX 05113"
10306.86	36	11.97	342.19	B	B2	Software Developer	4 years	RENT	65313.17	Source Verified	May-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.67	Aug-2002	10.48	0.23	10893.48	53.48	22.96	f	INDIVIDUAL	1.16	0.23	"3715 Technology Drive
Houston, TX 05113"
26034.03	36	20.39	972.7	E	E3	Marketing Specialist	10+ years	MORTGAGE	84937.76	Verified	Jun-2023	Charged Off	credit_card	Credit Card Refinancing	24.59	Apr-2000	15.0	0.0	27481.36	66.35	33.0	w	INDIVIDUAL	3.0	0.0	5678 Oak Street OK 30723
22423.43	60	20.42	599.34	E	E4	Sales Manager	5 years	RENT	81489.48	Source Verified	Feb-2023	Charged Off	debt_consolidation	Debt Consolidation	22.12	Aug-1998	13.0	0.0	21921.12	64.21	31.0	f	INDIVIDUAL	2.0	0.0	1234 Elm Street OK 30723
19941.38	36	11.42	656.83	B	B4	Data Analyst	6 years	MORTGAGE	115574.13	Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.36	Oct-1995	13.0	0.0	27854.29	54.41	33.0	f	INDIVIDUAL	3.0	0.0	"456 Oak Street
VT 00813"
23942.25	60	11.35	524.75	B	B3	Account Manager	9 years	MORTGAGE	112738.37	Source Verified	Apr-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.96	Sep-1994	14.0	0.0	27285.31	53.61	34.0	f	INDIVIDUAL	3.0	0.0	"123 Maple Street
VT 00813"
24336.84	36	20.28	907.92	E	E1	Analyst	10+ years	RENT	91412.0	Source Verified	Jul-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.07	Sep-2002	13.07	0.0	19486.18	59.23	29.72	f	INDIVIDUAL	2.44	0.0	"345 Accountant Drive
City, MT 48052"
20235.01	60	20.72	544.24	E	E3	Sales Manager	5 years	RENT	82037.06	Verified	May-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.27	Aug-2003	12.53	0.1	21357.81	64.45	28.05	w	INDIVIDUAL	2.45	0.1	"456 Accountant Drive
City, MT 48052"
10366.53	36	17.56	372.49	D	D3	Sales Manager	5 years	RENT	59870.4	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.47	Dec-2003	11.23	0.19	11381.38	61.38	22.41	f	INDIVIDUAL	1.18	0.16	"429 Technology Drive
Wilmington, DE 19801"
15459.1	36	17.89	558.03	D	D2	Marketing Specialist	8 years	RENT	71270.05	Verified	Dec-2022	Fully Paid	credit_card	Credit Card Refinancing	19.93	Aug-2003	12.55	0.15	11005.57	55.64	24.92	w	INDIVIDUAL	0.77	0.08	"135 Finance Way
Baltimore, MD 21201"
9560.26	36	17.43	342.9	D	D1	Accountant	10+ years	RENT	56962.64	Source Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.92	Nov-2003	9.79	0.14	10571.82	57.47	20.49	f	INDIVIDUAL	1.43	0.12	"1861 Market Street
Philadelphia, PA 19103"
10282.46	36	17.51	369.21	D	D2	HR Manager	8 years	RENT	57614.99	Source Verified	Apr-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.95	Mar-2004	9.99	0.18	10988.81	56.38	21.33	f	INDIVIDUAL	1.26	0.09	"307 Technology Drive
Seattle, WA 98101"
14772.45	36	17.72	531.99	D	D3	Operations Manager	5 years	RENT	64892.95	Verified	Mar-2023	Fully Paid	credit_card	Credit Card Refinancing	18.35	Jan-2005	10.43	0.11	11354.27	59.58	22.71	w	INDIVIDUAL	0.99	0.13	"2545 Main Street
Atlanta, GA 30301"
12256.87	36	7.51	381.32	A	A5	Software Engineer	5 years	RENT	83199.97	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	14.47	Aug-2003	11.15	0.0	13874.89	35.98	24.85	f	INDIVIDUAL	1.52	0.0	"564 Tech Avenue
Sacramento, CA 70466"
14329.3	60	7.46	286.86	A	A1	Data Analyst	8 years	RENT	70247.05	Not Verified	Apr-2023	Fully Paid	debt_consolidation	Debt Consolidation	15.71	Sep-2005	11.75	0.0	13324.35	38.58	26.08	w	INDIVIDUAL	1.35	0.0	"822 Data Drive
Denver, CO 70466"
18789.1	36	14.73	648.85	C	C2	Marketing Manager	9 years	RENT	63168.08	Not Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.48	Jan-2004	11.13	0.0	13022.88	53.44	24.93	w	INDIVIDUAL	1.57	0.0	"153 Business Park
Springfield, IL 62711"
12431.31	36	14.17	425.9	C	C3	Data Analyst	6 years	RENT	65449.05	Source Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.02	Jun-2006	11.04	0.0	11364.92	59.17	22.92	f	INDIVIDUAL	1.66	0.0	"545 Technology Drive
Lincoln, NE 68516"
20235.01	60	20.72	544.24	E	E3	Sales Manager	5 years	RENT	80182.06	Verified	May-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.55	Aug-2003	13.0	0.0	22515.41	58.11	29.0	w	INDIVIDUAL	2.0	0.0	"456 Consolidation Street
Mt 48052"
24295.73	36	20.15	904.77	E	E3	Marketing Manager	8 years	MORTGAGE	90014.27	Source Verified	Nov-2023	Fully Paid	credit_card	Credit Card Refinancing	19.51	Feb-2008	14.0	1.0	20977.55	59.34	30.0	f	INDIVIDUAL	2.0	0.0	"789 Refinance Avenue
Mt 48052"
21453.33	36	11.18	704.18	B	B4	Data Analyst	6 years	MORTGAGE	124288.67	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.25	Aug-1998	14.4	0.0	32755.72	53.84	34.36	w	INDIVIDUAL	4.0	0.0	"567 Finance Way
San Jose, CA 95113"
26502.13	60	11.35	580.86	B	B1	Marketing Manager	9 years	MORTGAGE	124959.86	Verified	Oct-2023	Fully Paid	credit_card	Credit Card Refinancing	15.84	May-1996	16.28	0.0	39787.44	61.07	38.01	w	INDIVIDUAL	3.0	0.0	"890 Technology Drive
Fremont, CA 94538"
22187.52	36	14.25	761.01	C	C1	Data Analyst	6 years	MORTGAGE	123661.34	Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.28	May-2001	16.0	0.0	39541.18	63.45	39.0	f	INDIVIDUAL	3.05	0.0	"456 Business Street
MT 48052"
30795.21	60	15.01	732.78	C	C2	Financial Advisor	9 years	MORTGAGE	134658.37	Source Verified	Apr-2023	Fully Paid	home_improvement	Home Improvement	19.57	Aug-2008	13.0	0.0	45701.17	64.81	36.0	f	INDIVIDUAL	3.34	0.0	"789 Financial Road
MT 48052"
10253.89	36	14.39	352.4	C	C5	Data Analyst	6 years	RENT	62020.72	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.67	Jun-2007	11.51	0.0	12020.21	51.37	22.38	f	INDIVIDUAL	0.84	0.0	"472 Elm Street
Omaha, NE 68101"
24371.5	60	14.78	576.99	C	C2	Marketing Manager	10+ years	MORTGAGE	98172.22	Source Verified	Jun-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.95	Apr-2004	14.45	0.0	31255.39	78.36	32.19	w	INDIVIDUAL	2.93	0.0	"8411 Market Street
Chicago, IL 60601"
12492.67	36	11.14	409.82	B	B5	Data Analyst	6 years	RENT	72357.06	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.75	Oct-2004	11.96	0.14	12520.81	49.58	26.12	w	INDIVIDUAL	1.14	0.14	"720 Oak Street
Indianapolis, IN 46202"
9708.1	60	11.09	211.51	B	B1	Marketing Manager	9 years	OWN	80194.79	Source Verified	Nov-2023	Fully Paid	medical	Medical Expenses	17.29	Dec-1999	9.83	0.14	13518.35	54.08	25.13	f	INDIVIDUAL	1.14	0.14	"444 5th Avenue
Kansas City, MO 64105"
10772.71	36	7.33	334.26	A	A4	Software Developer	9 years	OWN	90269.04	Verify	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	14.36	Aug-2008	10.73	0.0	13509.15	36.57	25.64	f	INDIVIDUAL	1.61	0.0	"456 Elm Street
Seattle, WA 98101"
12256.87	36	7.12	379.13	A	A5	Data Analyst	6 years	RENT	83285.86	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	14.46	Oct-2000	11.29	0.0	13267.18	35.96	24.96	w	INDIVIDUAL	1.33	0.0	"753 Oak Street
Portland, OR 97201"
11791.24	36	17.75	424.8	D	D2	Data Analyst	5 years	RENT	62464.08	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.28	Jun-2001	11.24	0.24	11218.88	58.67	23.94	f	INDIVIDUAL	1.27	0.24	"137 Tech Drive
Pittsburgh, PA 15222"
10978.57	36	17.59	394.65	D	D1	Software Developer	8 years	MORTGAGE	61696.79	Source Verified	Jun-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.18	Dec-2000	9.76	0.16	10580.19	55.36	21.83	f	INDIVIDUAL	1.41	0.16	"291 Technology Boulevard
Denver, CO 80202"
9355.22	36	10.82	305.48	B	B1	Marketing Manager	9 years	MORTGAGE	84218.96	Not Verified	Apr-2023	Fully Paid	home_improvement	Home Improvement	15.63	Dec-1994	10.29	0.72	9947.25	47.05	24.66	f	INDIVIDUAL	2.19	0.69	"890 Marketing Street
Honolulu, HI 22690"
13042.34	36	11.31	428.91	B	B5	Data Analyst	6 years	MORTGAGE	72378.39	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	14.52	Aug-1997	10.63	0.71	10403.72	46.67	25.38	f	INDIVIDUAL	2.29	0.71	"567 Financial Avenue
Honolulu, HI 22690"
27792.36	60	17.91	704.38	D	D3	Sales Manager	5 years	MORTGAGE	124034.81	Verified	Apr-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.37	Dec-2001	13.0	0.0	30913.29	65.17	33.0	f	INDIVIDUAL	3.0	0.0	"456 Corporate Drive
Oklahoma City, OK 73123"
12832.26	36	14.51	441.76	C	C4	Software Developer	8 years	RENT	58036.79	Source Verified	Jan-2023	Charged Off	debt_consolidation	Debt Consolidation	20.44	Apr-2001	11.75	0.18	11956.18	60.05	22.99	w	INDIVIDUAL	1.18	0.17	"456 Code Street
San Francisco, CA 11650"
10744.38	36	14.36	369.1	C	C1	Data Analyst	5 years	RENT	52233.08	Not Verified	Feb-2023	Charged Off	debt_consolidation	Debt Consolidation	19.56	Jul-2002	10.45	0.15	10234.59	56.39	21.36	f	INDIVIDUAL	1.21	0.17	"123 Data Drive
San Jose, CA 11650"
15346.66	36	17.85	553.66	D	D4	Software Developer	3 years	RENT	62978.43	Not Verified	Sep-2023	Fully Paid	small_business	Small Business Loan	22.82	Aug-2007	11.0	0.0	23258.97	61.67	25.0	w	INDIVIDUAL	0.0	0.0	"234 Financial Street
Tulsa, OK 74114"
13543.25	36	7.24	419.66	A	A2	Data Analyst	6 years	MORTGAGE	97473.18	Source Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	14.7	Aug-1998	11.52	0.0	20553.76	40.95	28.52	w	INDIVIDUAL	3.0	0.0	"321 Financial St.
AP 05113"
19221.9	36	7.93	601.72	A	A4	Marketing Manager	9 years	MORTGAGE	98509.83	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.32	May-1999	13.55	0.0	21875.26	43.4	32.36	w	INDIVIDUAL	3.0	0.0	"456 Business Rd.
AP 05113"
27792.36	60	17.91	704.38	D	D3	Sales Manager	5 years	MORTGAGE	121777.79	Verified	Apr-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.34	Dec-2002	16.0	0.0	29753.31	66.21	29.0	f	INDIVIDUAL	1.0	0.0	"456 Oak Street
Tulsa, OK 30723"
12291.31	60	20.44	328.66	E	E2	Sales Manager	5 years	RENT	62188.05	Not Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.56	Dec-2004	10.3	0.17	10964.91	55.62	23.4	w	INDIVIDUAL	1.17	0.17	"6727 OK Drive
Tulsa, OK 30723"
29308.48	36	18.06	1060.45	D	D4	Accountant	10+ years	RENT	90484.16	Not Verified	Sep-2023	Fully Paid	moving	Moving	20.56	Aug-2001	10.0	0.0	34243.62	51.21	25.0	w	INDIVIDUAL	0.0	0.0	"123 Maple Street
Tulsa, OK 30723"
18881.13	60	17.31	472.4	D	D4	Sales Manager	6 years	MORTGAGE	87974.46	Verified	Dec-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.39	Feb-2003	14.0	0.0	27000.0	61.39	28.0	f	INDIVIDUAL	3.0	0.0	"123 Business Road
Honolulu, HI 22690"
13708.65	36	21.65	521.06	E	E1	Marketing Manager	8 years	RENT	62209.59	Source Verified	May-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.23	Aug-2007	9.8	0.17	11175.18	58.06	24.4	f	INDIVIDUAL	1.17	0.17	"9910 OK Drive
Tulsa, OK 30723"
21433.14	36	17.59	770.46	D	D2	Financial Analyst	9 years	RENT	92969.71	Source Verified	Oct-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.03	Jun-2002	13.0	0.0	25000.0	55.01	24.0	w	INDIVIDUAL	1.0	0.0	"456 Finance Street
Honolulu, HI 22690"
19574.92	36	11.35	644.11	B	B5	Data Analyst	6 years	MORTGAGE	116685.34	Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.11	Sep-2001	15.0	0.0	29344.29	56.35	33.0	f	INDIVIDUAL	3.0	0.0	456 Tech Avenue OK 30723
20179.12	36	11.43	664.76	B	B4	Marketing Manager	9 years	RENT	122593.75	Verified	Apr-2023	Fully Paid	credit_card	Credit Card Refinancing	18.51	May-1999	13.0	0.0	31481.42	59.76	37.0	f	INDIVIDUAL	0.0	0.0	789 Tech Avenue OK 30723
9384.71	36	14.35	322.34	C	C3	Marketing Manager	6 years	RENT	56335.84	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.54	Apr-2001	10.78	0.0	10113.91	57.42	23.21	f	INDIVIDUAL	1.0	0.0	"43 Business Avenue
Seattle, WA 98101"
9725.31	36	11.51	320.75	B	B1	Data Analyst	6 years	RENT	62263.08	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.26	Aug-2003	10.26	0.23	10625.47	50.41	22.38	f	INDIVIDUAL	1.24	0.23	"960 Technology Drive
Boston, MA 02113"
10509.48	36	13.58	357.05	C	C1	IT Project Manager	9 years	MORTGAGE	61161.32	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.34	Jun-2004	11.55	0.0	9973.92	53.1	22.35	w	INDIVIDUAL	1.0	0.0	"234 Oak Street
Denver, CO 80201"
10394.26	36	11.99	345.19	B	B2	Software Developer	4 years	RENT	63511.37	Source Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.48	Dec-2002	10.46	0.23	10646.97	52.66	22.54	f	INDIVIDUAL	1.21	0.23	"868 Silicon Street
San Francisco, CA 05113"
28051.79	60	14.81	664.56	C	C1	Data Analyst	5 years	MORTGAGE	106742.67	Verified	Apr-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.41	Feb-1999	16.0	0.0	30842.35	63.41	33.0	f	INDIVIDUAL	3.0	0.0	"456 Financial Street
Honolulu, HI 22690"
24378.12	36	14.89	843.76	C	C3	Operations Manager	10+ years	MORTGAGE	112265.86	Source Verified	Jun-2023	Fully Paid	home_improvement	Home Improvement	16.73	Jul-2002	12.0	0.0	26967.11	55.74	27.0	f	INDIVIDUAL	4.0	0.0	"789 Business Road
Honolulu, HI 22690"
9875.32	36	11.25	324.48	B	B1	Marketing Manager	6 years	RENT	60000.0	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.4	Jun-2006	11.0	0.0	22000.0	54.3	24.0	w	INDIVIDUAL	0.0	0.0	"1325 Tech Drive
San Jose, CA 95113"
14335.52	60	12.75	324.35	B	B3	Sales Engineer	4 years	MORTGAGE	88000.0	Source Verified	Dec-2022	Fully Paid	debt_consolidation	Debt Consolidation	15.1	Mar-2004	13.0	0.0	30000.0	47.5	28.0	f	INDIVIDUAL	1.0	0.0	"2560 Financial Drive
Denver, CO 80202"
18729.14	36	20.39	699.77	E	E3	Sales Manager	5 years	RENT	63443.5	Source Verified	Feb-2023	Charged Off	debt_consolidation	Debt Consolidation	22.35	Apr-2002	13.0	0.0	13714.42	65.31	25.0	f	INDIVIDUAL	1.0	0.0	"1234 Business Parkway
CA 70466"
12480.52	36	14.39	428.92	C	C5	Data Analyst	6 years	RENT	63443.05	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.56	Jun-2001	11.29	0.0	11503.95	55.51	23.14	f	INDIVIDUAL	0.28	0.0	"1723 Finance Street
San Francisco, CA 70466"
16104.66	60	20.45	430.72	E	E1	Customer Service	3 years	MORTGAGE	66857.61	Not Verified	May-2023	Charged Off	debt_consolidation	Debt Consolidation	21.87	Jun-2004	10.0	0.0	11695.98	61.2	27.0	w	INDIVIDUAL	2.0	0.0	"5678 Technology Drive
CA 70466"
10901.24	36	14.21	373.69	C	C1	Financial Advisor	9 years	RENT	69142.48	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.06	Dec-2000	9.45	0.0	9656.85	55.02	19.27	w	INDIVIDUAL	0.31	0.0	"2345 Banking Drive
San Francisco, CA 70466"
10758.16	36	7.94	336.82	A	A5	Marketing Manager	6 years	RENT	68446.02	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	15.93	Oct-2002	11.0	0.0	11029.31	41.98	23.0	w	INDIVIDUAL	0.0	0.0	"675 Oak Street
Philadelphia, PA 19106"
9642.95	36	11.41	317.57	B	B5	Data Analyst	6 years	RENT	57384.5	Not Verified	Feb-2023	Charged Off	debt_consolidation	Debt Consolidation	18.7	Nov-1999	12.0	0.0	11043.19	54.21	25.0	f	INDIVIDUAL	0.9	0.0	"456 Financial Drive
Salt Lake City, UT 93700"
12708.27	60	12.02	282.82	B	B4	Marketing Manager	9 years	MORTGAGE	66557.04	Source Verified	Jan-2023	Charged Off	debt_consolidation	Debt Consolidation	19.5	Jun-2003	11.0	0.0	13249.06	55.83	24.0	w	INDIVIDUAL	0.8	0.0	"123 Business Street
Salt Lake City, UT 93700"
12484.97	36	7.76	389.85	A	A4	Operations Manager	9 years	RENT	72339.84	Not Verified	Jun-2023	Fully Paid	debt_consolidation	Debt Consolidation	14.47	Aug-2004	11.0	0.0	10591.71	40.87	24.0	w	INDIVIDUAL	0.0	0.0	"817 Center Drive
Detroit, MI 48228"
24290.16	36	17.82	875.96	D	D1	Data Analyst	5 years	RENT	101042.06	Verified	Apr-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.21	Aug-1998	14.0	0.0	26936.44	66.12	31.0	f	INDIVIDUAL	2.17	0.0	"456 Math Avenue
Chicago, IL 60601"
19059.21	60	17.79	481.8	D	D1	Sales Representative	3 years	MORTGAGE	85577.71	Verified	Apr-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.2	Oct-1996	13.0	0.0	23244.01	65.85	29.0	f	INDIVIDUAL	2.16	0.0	"321 West Street
New York, NY 10001"
